Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temperature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Flowering Plant,Thyphonium Venosum,25°C,5 mm,22°C,0.35 m³/m³,4 mm/day,2400 seconds,60%,"[""Loamy"",""Sandy"",""Well-drained""]","[""Tropical Regions"",""Subtropical Regions""]","[""Summer"",""Rainy Season""]",20 km/h,35°C,50 mm,48,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",4,18 in,12 in,2 in,thyphonium venosum
Grain crop,Triticum monococcum,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""Western Asia""]","[""Spring"",""Early summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,48,24,2,triticum monococcum
Flowering Perennial,Aconitum napellus,15,5,12,0.4,3,18000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,24,0.5,aconitum napellus
Perennial,Aconitum hemsleyanum,15,5,12,0.3,3,3000,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Woodlands""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4,48,24,0.5,aconitum hemsleyanum
Herbaceous perennial,Verbena officinalis,20,3,18,0.35,2,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",4,24,12,0.25,verbena officinalis
Perennial,Verbena bonariensis,20,2,18,0.3,3,3600,60,"[""Well-drained"",""Loamy""]","[""North America"",""Europe"",""Australia""]","[""Spring"",""Summer"",""Fall""]",30,35,20,48,"[""All-purpose fertilizer"",""Slow-release granular fertilizer""]",4,60,12,0.25,verbena bonariensis
Perennial,Eryngium giganteum,20,5,18,0.3,3,600,60,"[""Well-drained sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Slow-release granular fertilizer"",""Organic compost""]",4,36,12,0.25,eryngium giganteum
Cereal,triticum turgidum ssp. dicoccon var. dicoccon,20,5,15,0.3,3,300,60,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,12,2,triticum turgidum ssp. dicoccon var. dicoccon
Vegetable,Pisum sativum 'Koralpe',18,5,15,0.2,3,6000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",3,24,12,2,pisum sativum 'koralpe'
Shrub,Arbutus unedo,21,5,18,0.25,3,24000,60,"[""Sandy loam"",""Loamy sand"",""Silty loam""]","[""Mediterranean region"",""California"",""Portugal""]","[""Start summer"",""Late summer"",""Early autumn""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,180,100,1,arbutus unedo
Fruit,Fragaria x ananassa,20,5,18,0.3,3,24000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""United States"",""Canada"",""Europe""]","[""Spring"",""Summer""]",40,35,50,48,"[""10-10-10"",""14-14-14"",""20-10-10""]",4,8,12,0.5,fragaria x ananassa
Perennial Plant,Fragaria vesca f. semperflorens,15,5,10,0.3,3,5000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,30,20,48,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4,8,12,0.5,fragaria vesca f. semperflorens
Perennial,Fragaria moschata,20,5,18,0.35,3,6000,60,"[""Loamy"",""Sandy""]","[""Western Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,10,12,1,fragaria moschata
Fruit,Fragaria sp.,22,5,18,0.3,3,5000,70,"[""Well-drained sandy loam"",""Loamy clay"",""Silty loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,25,48,"[""NPK 10-10-10"",""Compost""]",4,8,12,0.5,fragaria sp.
Perennial,Blitum Virgatum,22,5,18,0.4,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,30,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,24,12,1,blitum virgatum
Vegetable,Blitum Capitatum,20,5,15,0.4,3,21600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,blitum capitatum
Perennial,Apios americana,20,5,15,0.2,3,3000,70,"[""Loamy"",""Sandy""]","[""Eastern United States"",""Eastern Canada""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Organic slow-release fertilizer""]",4,120,48,2,apios americana
Perennial Herb,Bunium Bulbocastanum,18,5,15,0.25,3,3600,60,"[""Well-drained sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""Compost"",""Organic slow-release fertilizer""]",4,24,12,0.5,bunium bulbocastanum
Herbaceous plant,Physalis subglabrata,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""South America"",""Africa""]","[""Summer"",""Autumn""]",40,35,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,24,0.5,physalis subglabrata
Grass-like perennial plant,Cyperus esculentus,25,5,20,0.4,3,3600,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Summer""]",30,40,20,48,"[""Nitrogen-based fertilizers""]",4,24,12,2,cyperus esculentus
Climbing plant,Adlumia fungosa,20,5,18,0.3,3,18000,60,"[""Well-drained soil"",""Loamy soil""]","[""Shaded areas"",""Woodlands""]","[""Start summer"",""Late spring""]",40,35,10,24,"[""Organic compost"",""Slow-release fertilizer""]",4,120,12,0.5,adlumia fungosa
Deciduous Tree,Alnus glutinosa,10-20,2-5,10-15,0.3-0.5,3-5,4-6,60-80,"[""Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,50,48-72,"[""Nitrogen-based fertilizers"",""Organic compost""]",4-6,80-100,60-80,1-2,alnus glutinosa
Herbaceous perennial,Laserpitium archangelica,15,2,12,0.3,3,30000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia""]","[""Late spring"",""Early summer""]",20,30,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.5,laserpitium archangelica
Tree,Fraxinus ornus,20,5,15,0.4,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""Western Asia""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,240,360,1,fraxinus ornus
Deciduous Tree,Fraxinus excelsior,12,3,15,0.4,2,3600,70,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,79,300,1,fraxinus excelsior
Perennial,Euodia hupehensis,20,5,18,0.3,3,12000,50,"[""Well-drained loamy soil"",""Sandy soil""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,72,36,0.5,euodia hupehensis
Biennial,Onopordum acanthium,18,5,15,0.25,4,3000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Europe"",""North America"",""Asia""]","[""Starts in summer"",""Autumn"",""Spring""]",30,40,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",6,120,24,0.5,onopordum acanthium
Herb,Artemisia Dracunculus ssp. gallica,20,5,18,0.2,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Eastern Europe"",""North America""]","[""Late Spring"",""Summer"",""Early Fall""]",30,35,20,48,"[""Compost"",""Organic Liquid Fertilizer""]",4,36,12,1,artemisia dracunculus ssp. gallica
Herb,Artemisia dracunculus var. inodora,15,3,20,0.3,4,18000,60,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean region"",""Central Asia"",""North America""]","[""Spring"",""Summer"",""Fall""]",40,35,10,48,"[""Nitrogen"",""Potassium"",""Phosphorus""]",4,36,24,0.5,artemisia dracunculus var. inodora
Vegetable,Cyclanthera brachystachya,24,5,22,0.3,4,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Late spring""]",30,35,20,48,"[""Compost"",""Organic liquid fertilizer""]",2,120,24,1,cyclanthera brachystachya
Vegetable,Cyclanthera brachystachia,22,5,18,0.3,3,3600,60,"[""Loamy"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizers"",""Organic fertilizers""]",2,120,24,1,cyclanthera brachystachia
Flowering plant,Carthamus tinctoria,20,2,18,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Central Asia"",""North America""]","[""Spring"",""Summer""]",30,35,10,48,"[""NPK fertilizer"",""Organic compost""]",4,48,24,0.5,carthamus tinctoria
Perennial,Genista Tinctoria,18,5,15,0.25,3,3600,50,"[""Well-drained sandy soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,0.5,genista tinctoria
Herbaceous perennial,Reseda luteola,21.5,4.3,18.2,0.25,3.7,23000,65,"[""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,15,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,12,0.5,reseda luteola
Herb,Serratula Tinctoria,15,5,18,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",20,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,serratula tinctoria
Annual,Tagetes sp.,20,5,18,0.3,4,3000,50,"[""Loam"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,18,12,0.5,tagetes sp.
Perennial,Musa Basjoo,10-35,5-15,15-25,0.3-0.5,4-6,2000-2500,60-80,"[""Loamy"",""Sandy""]","[""Tropical"",""Subtropical""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK (10-10-10)"",""Organic compost""]",4-6,240,36,1,musa basjoo
Ornamental grass,Stipa tenuissima,15-25,2-5,10-20,0.2-0.4,3-5,3000-3500,40-60,"[""Sandy loam"",""Loamy sand"",""Sandy clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Central and South America""]","[""Spring"",""Summer"",""Fall""]",25,35,10,48,"[""NPK 10-10-10"",""Organic compost""]",6,36,12x12,0.5,stipa tenuissima
Fruit-bearing plant,Ficus carica,20,5,18,0.2,4,300,60,"[""Well-drained sandy loam"",""Clay loam"",""Silty loam""]","[""Mediterranean region"",""California"",""Turkish Black Sea coast""]","[""Start of summer"",""Late summer"",""Early autumn""]",40,40,50,48,"[""Organic compost"",""NPK fertilizer""]",4,132,400,2,ficus carica
Cactus,Opuntia sp.,25,5,20,0.2,3,6000,50,"[""Sandy loam"",""Sandy clay"",""Loamy sand""]","[""Desert regions"",""Semi-arid regions""]","[""Spring"",""Summer""]",40,40,10,48,"[""Cactus fertilizer"",""Slow-release fertilizer""]",8,96,100,1,opuntia sp.
Fruit plant,Acca sellowiana,15-25,2-4,15-20,0.3-0.6,4-6,18000-20000,70-80,"[""Sandy loam"",""Loamy sand"",""Silty clay""]","[""Coastal regions"",""Mediterranean climates""]","[""Spring"",""Autumn""]",40-60,35-40,100-150,48-72,"[""NPK 10-10-10"",""Organic compost""]",4-8,120-180,48-60,1-2,acca sellowiana
Herb,Foeniculum vulgare var. dulce,20,5,18,0.3,3,20000,60,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Mediterranean region"",""North America"",""Europe""]","[""Spring"",""Summer""]",30,35,20,48,"[""Complete organic fertilizer"",""Fish emulsion""]",4,60,12,0.5,foeniculum vulgare var. dulce
Herb,Fennel,15,5,10,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Coastal areas""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,48,12,0.2,foeniculum vulgare var. azoricum
Perennial,Sedum Maximum,20,5,18,0.3,3,6000,50,"[""Well-drained soil"",""Sandy soil"",""Loam soil""]","[""Sunny gardens"",""Rock gardens"",""Dry slopes""]","[""Spring"",""Summer"",""Fall""]",40,35,50,48,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",6,12,12,0.25,sedum maximum
Perennial,Sedum spurium,20,5,18,0.3,2,18000,50,"[""Well-drained sandy loam"",""Rocky soil"",""Sandy soil""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early fall""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,6,12,0.2,sedum spurium
Aquatic perennial herb,Menyanthes trifoliata,15,5,10,0.5,3,3000,70,"[""Silt"",""Clay"",""Peat""]","[""Wetlands"",""Bogs"",""Marshes""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",8,24,36,2,menyanthes trifoliata
Perennial,Digitalis x mertonensis,20,5,15,0.3,3,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Australia""]","[""Spring"",""Summer""]",40,35,30,48,"[""NPK"",""Compost""]",4,48,24,0.25,digitalis x mertonensis
Perennial,Digitalis ferruginea,18.5,3.2,15.7,0.22,2.8,86400,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",40,32,20,48,"[""10-10-10"",""5-10-5""]",4,48,24,0.5,digitalis ferruginea
Perennial,Digitalis lanata,18,5,15,0.25,3,24000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,30,48,"[""NPK 10-10-10"",""Organic compost""]",4,48,12,0.25,digitalis lanata
Perennial,Potentilla recta,20,5,15,0.3,4,60000,60,"[""Sandy loam"",""Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",8,24,12,0.5,potentilla recta
Perennial,Potentilla argentea,15,5,12,0.3,3,6000,60,"[""Loam"",""Sandy loam""]","[""Mountainous regions"",""Alpine meadows""]","[""Late spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,12,36,0.5,potentilla argentea
Flowering plant,Neslia Paniculata,20,10,15,0.5,5,3000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",20,35,30,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,0.5,neslia paniculata
Tree,Delonix Regia,27,5,25,0.3,4,3600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",40,40,50,48,"[""NPK fertilizers"",""Organic compost""]",8,40,120,2,delonix regia
Perennial,Centaurea macrocephala,20,5,18,0.3,3,18000,60,"[""Loam"",""Clay""]","[""Europe"",""Asia"",""North America""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",6,40,12,0.5,centaurea macrocephala
Perennial,Centaurea scabiosa,18,5,15,0.3,4,3600,60,"[""Loam"",""Sandy Loam""]","[""Europe"",""North America""]","[""Late Spring"",""Summer""]",30,35,10,48,"[""NPK 10-10-10"",""Compost""]",4,36,12,0.5,centaurea scabiosa
Herbaceous perennial,Plantago arenaria,22,5,18,0.35,4,3600,60,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Coastal regions"",""Sand dunes"",""Salt marshes""]","[""Spring"",""Summer""]",40,30,10,24,"[""Compost"",""Organic fertilizers""]",4,12,6,0.25,plantago arenaria
Herbaceous perennial,Plantago ovata,25,5,20,0.3,3.5,28800,60,"[""Sandy loam"",""Silty loam"",""Clay loam""]","[""India"",""Pakistan"",""Australia""]","[""Summer"",""Monsoon""]",30,40,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,16,12,0.5,plantago ovata
Herb,Psyllium Afrum,25,5,20,0.3,3,600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""India"",""Pakistan"",""Iran""]","[""Summer"",""Monsoon""]",30,45,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,psyllium afrum
Aquatic plant,Hydrocharis morsus-ranae,25,5,20,0.8,3,18000,70,"[""Loam"",""Silt"",""Clay""]","[""Shallow ponds"",""Slow-moving streams"",""Wetlands""]","[""Summer"",""Spring""]",30,35,20,48,"[""Liquid fertilizer"",""Aquatic plant fertilizer""]",4,12,36,3,hydrocharis morsus-ranae
Perennial Flower,Leucojum Vernum,10,5,8,0.2,3,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Late Winter"",""Early Spring""]",40,35,20,48,"[""Organic Compost"",""Balanced NPK Fertilizer""]",4,16,12,2,leucojum vernum
Perennial,Fuchsia procumbens,15,5,18,0.4,4,24000,70,"[""Loamy"",""Sandy""]","[""Coastal regions"",""Temperate zones""]","[""Spring"",""Summer""]",40,30,20,48,"[""Liquid fertilizer"",""Slow-release granular fertilizer""]",4,12,12,1,fuchsia procumbens
Flowering Plant,Amaranthus paniculatus,25,5,20,0.4,3,6000,60,"[""Well-drained soil"",""Loamy soil""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy season""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,60,12,0.5,amaranthus paniculatus
Perennial,Teucrium hircanicum,18,3,15,0.4,4,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",12,24,12,0.25,teucrium hircanicum
Perennial,Teucrium scorodonia,15,5,12,0.3,4,24000,60,"[""Well-drained"",""Loamy"",""Sandy""]","[""Europe"",""Mediterranean region""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.2,teucrium scorodonia
Flowering Vine,Lonicera periclymenum,20,5,18,0.3,4,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Europe"",""North America""]","[""Spring"",""Summer""]",30,35,20,48,"[""General-purpose fertilizer"",""Organic compost""]",4,120,36,1,lonicera periclymenum
Perennial Herb,Galega officinalis,20,5,18,0.3,3,18000,60,"[""Loamy"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,24,0.5,galega officinalis
Flowering Plant,Proboscidea Louisianaca,25,5,20,0.3,3,3600,60,"[""Sandy"",""Loamy"",""Clayey""]","[""Louisiana"",""Texas"",""Florida""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,60,36,2,proboscidea louisianaca
Perennial,Veratrum Album,17.5,5.2,15.8,0.25,3.2,24000,65,"[""Loamy"",""Sandy"",""Clayey""]","[""Temperate regions"",""Woodlands"",""Meadows""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,60,24,2,veratrum album
Perennial Herb,Cichorium intybus var. intybus,20,2,18,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK"",""Compost"",""Manure""]",4,36,12,0.5,cichorium intybus var. intybus
Perennial,Elsholtzia stauntonii,18,3,15,0.4,4,12000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",50,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",8,36,12,0.5,elsholtzia stauntonii
Annual,Nicandra Physalodes,20,5,18,0.3,3,30000,70,"[""Loamy"",""Sandy""]","[""United States"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",2,36,12,0.5,nicandra physalodes
Perennial,Lysimachia punctata,20,5,18,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",50,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.25,lysimachia punctata
Tree,Ginkgo biloba,20,5,15,0.3,3,300,60,"[""Loam"",""Clay"",""Sandy loam""]","[""Temperate regions"",""East Asia"",""North America""]","[""Start summer"",""Late spring"",""Early autumn""]",40,35,20,48,"[""Organic compost"",""Slow-release granules""]",4,120,1500,2,ginkgo biloba
Shrub,Spartium Junceum,22,5,18,0.4,3,24000,60,"[""Sandy"",""Loamy"",""Clay""]","[""Mediterranean"",""Coastal regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,96,24,6,spartium junceum
Deciduous Tree,Gleditsia triacanthos,20,5,15,0.3,3,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",50,35,50,48,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",12,50,200,2,gleditsia triacanthos
Perennial,Sideritis vuralii,15,5,18,0.3,3,30000,60,"[""Sandy loam"",""Loam""]","[""Mediterranean region"",""Subtropical region""]","[""Spring"",""Summer""]",40,40,30,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,sideritis vuralii
Perennial,Campanula sp.,20,5,15,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,50,48,"[""Organic compost"",""Liquid fertilizer""]",4,24,12,0.5,campanula sp.
Perennial,Campanula glomerata,20,5,15,0.4,3,6000,60,"[""Well-drained"",""Loamy"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.25,campanula glomerata
Flowering Plant,Campanula takesimiana,20,5,15,0.3,3,600,70,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",50,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.5,campanula takesimiana
