,Average Temperature (2 m)_1,Average Temperature (2 m)_2,Average Precipitation per day_1,Average Precipitation per day_2,Average Soil Temperature (0 to 6 cm)_1,Average Soil Temperature (0 to 6 cm)_2,Average Sunshine Duration_1,Average Sunshine Duration_2,Humidity(%)_1,Humidity(%)_2,Rainfall Alert Maximum Rain (mm)_1,Rainfall Alert Maximum Rain (mm)_2
3074,25,,5,,20,,6000,,60,,30,
3075,18,,5,,15,,3600,,60,,10,
3076,15,,5,,10,,3600,,60,,20,
3077,25,,5,,20,,6000,,60,,20,
3078,20,,5,,18,,10000,,70,,20,
3079,20,,5,,15,,8h,,60,,20,
3080,20,,5,,18,,600,,60,,20,
3081,18,,5,,15,,3600,,60,,20,
3082,20,,5,,15,,3000,,60,,10,
3083,25,,5,,20,,600,,70,,20,
3084,20.3,,5.2,,18.5,,23400,,65,,30,
3085,,5,5,,2,,18000,,70,,20,
3086,18,,5,,15,,3000,,70,,20,
3087,18,,2,,15,,3600,,75,,10,
3088,16,,3,,18,,18000,,60,,20,
3089,20,,5,,18,,3600,,70,,20,
3090,20,,5,,15,,300,,60,,10,
3091,15,,2,,18,,3600,,60,,20,
3092,10,,5,,8,,3600,,70,,20,
3093,15,,5,,12,,3000,,60,,20,
3094,15,,3,,12,,24000,,60,,20,
3095,20,,5,,15,,3600,,70,,10,
3096,10,15,2,5,10,15,18000,20000,60,70,20,
3097,18,,5,,15,,600,,70,,20,
3098,18,,5,,15,,3600,,70,,20,
3099,10,,2,,8,,18000,,70,,50,
3100,12,,5,,10,,18000,,60,,20,
3101,20,,5,,15,,600,,60,,20,
3102,25,,5,,20,,3600,,60,,50,
3103,24,,5,,20,,600,,60,,50,
3104,24,,5,,18,,28800,,60,,20,
3105,24,,3,,20,,3600,,60,,20,
3106,18,,2,,15,,18000,,60,,10,
3107,20,,5,,18,,5000,,60,,30,
3108,25,,5,,20,,3600,,60,,20,
3109,25,,5,,20,,18000,,60,,20,
3110,18,,3,,20,,3600,,60,,10,
3111,20,,5,,18,,6000,,60,,20,
3112,25,,5,,20,,3600,,60,,20,
3113,20,,5,,18,,3000,,60,,20,
3114,22,,5,,18,,3600,,60,,20,
3115,23,,5,,18,,6000,,70,,20,
3116,22,,5,,18,,600,,60,,30,
3117,20,,5,,18,,3600,,60,,20,
3118,25,,5,,20,,600,,70,,15,
3119,20,,5,,18,,6000,,70,,20,
3120,22,,5,,18,,3600,,60,,20,
3121,20,,5,,18,,24000,,50,,10,
3122,20,,5,,18,,24000,,60,,20,
3123,20,,5,,18,,6000,,60,,50,
3124,20,,5,,18,,6000,,60,,20,
3125,25,,5,,20,,3600,,60,,20,
3126,20,,5,,18,,3600,,60,,20,
3127,20,,5,,18,,12000,,60,,50,
3128,20,,5,,15,,3000,,60,,20,
3129,20,,5,,18,,3600,,60,,20,
3130,20,,5,,18,,3600,,60,,20,
3131,20,,5,,18,,6000,,70,,20,
3132,20,,5,,15,,3600,,60,,20,
3133,22,,5,,18,,3600,,60,,50,
3134,20,25,0.5,1.0,15,20,6,8,60,80,50,
3135,18,25,2,4,15,20,6,8,60,80,10,
3136,25,,5,,20,,6000,,60,,20,
3137,25,,5,,20,,6000,,60,,20,
3138,18,25,2,5,15,20,6,8,60,80,20,
3139,20,25,5,10,15,20,6,8,60,80,20,
3140,20,,5,,15,,3600,,70,,20,
3141,20,,5,,15,,300,,60,,20,
3142,16,,2.5,,12,,18000,,70,,20,
3143,15,,5,,12,,12000,,70,,20,
3144,4.5,,2.5,,6.2,,18000,,70,,10,
3145,15,20,2,4,10,15,3000,3500,60,70,20,
3146,15,,5,,12,,18000,,60,,20,
3147,18,,5,,15,,2400,,60,,20,
3148,18,,5,,15,,3600,,60,,10,
3149,22,,5,,18,,3600,,70,,20,
3150,20,,10,,18,,3600,,60,,50,
3151,20,,5,,18,,600,,60,,20,
3152,18,,5,,15,,3600,,60,,20,
3153,21,,4,,18,,2400,,60,,25,
3154,25,,5,,20,,12000,,50,,50,
3155,25,,10,,20,,6000,,60,,20,
3156,20,,5,,18,,3000,,60,,50,
3157,20,,5,,18,,6000,,70,,20,
3158,18,,5,,15,,3600,,60,,20,
3159,15,,5,,10,,3000,,60,,20,
3160,18,,5,,15,,6000,,70,,20,
3161,10.5,,2.5,,8.2,,500s,,70,,20,
3162,15,,5,,10,,3600,,70,,20,
3163,25,,5,,20,,30000,,60,,100,
3164,25,,5,,20,,3000,,60,,20,
3165,25,,5,,20,,6000,,60,,50,
3166,25,,5,,22,,600,,70,,20,
3167,20,,5,,15,,3600,,60,,20,
3168,20,,5,,18,,3000,,70,,30,
3169,15,,5,,12,,18000,,70,,20,
3170,20,25,5,10,15,20,6,8,50,70,20,30
3171,20,,5,,18,,3000,,50,,50,
3172,20,,3,,15,,18000,,70,,20,
3173,10,20,2,5,8,15,6,8,40,60,20,
3174,20,,5,,18,,6000,,60,,20,
3175,18,,4,,15,,3600,,60,,20,
3176,25,,5,,20,,6000,,60,,20,
3177,20,,5,,15,,300,,50,,50,
3178,20,,5,,18,,30000,,50,,20,
3179,18,,2,,20,,18000,,50,,15,
3180,12,,3,,10,,24000,,60,,20,
3181,18,,5,,15,,24000,,50,,50,
3182,12.5,,5,,10.2,,3600,,60,,50,
3183,10,,5,,15,,1800,,50,,20,
3184,20,,5,,18,,3600,,70,,50,
3185,20,,2,,15,,6000,,50,,20,
3186,12,,5,,10,,18000,,70,,20,
3187,18,,5,,15,,300,,60,,20,
3188,18,,3,,15,,30000,,60,,20,
3189,22,,5,,18,,6000,,60,,20,
3190,20,,5,,25,,12000,,60,,30,
3191,25,,2,,22,,60000,,40,,10,
3192,20,,5,,15,,6000,,60,,20,
3193,18,22,5,10,15,20,6,8,40,60,20,
3194,15,,5,,12,,24000,,60,,15,
3195,20,,5,,15,,28800,,60,,20,
3196,25,,5,,20,,3600,,50,,50,
3197,15,,5,,18,,3000,,60,,50,
3198,15,,5,,18,,6000,,70,,50,
3199,18,,5,,15,,30000,,60,,20,
3200,18,,5,,15,,12000,,70,,20,
3201,18,,5,,15,,3600,,60,,20,
3202,20,,5,,15,,24000,,60,,20,
3203,25,,5,,20,,300,,50,,50,
3204,18,,5,,15,,12000,,50,,50,
3205,25,,5,,20,,3600,,70,,50,
3206,20,,5,,15,,3600,,60,,50,
3207,24,,2,,21,,18000,,60,,20,
3208,10,25,2,5,10,20,2000,2500,40,60,10,20
3209,18,,5,,15,,3000,,60,,20,
3210,20,,5,,18,,6000,,70,,50,
3211,22,,5,,18,,6000,,50,,10,
3212,20,,5,,18,,3600,,60,,50,
3213,18,,5,,15,,18000,,70,,50,
3214,15,,5,,12,,6000,,80,,20,
3215,18,,5,,15,,18000,,70,,50,
3216,18,,5,,15,,28800,,70,,20,
3217,20,25,5,10,15,20,600,800,70,80,20,
3218,15,,5,,18,,6000,,70,,20,
3219,18,,5,,15,,24000,,65,,50,
3220,20,,5,,18,,6000,,60,,20,
3221,25,,5,,20,,18000,,70,,100,
3222,20,25,5,10,15,20,2400,2800,60,70,20,30
3223,Unknown,,Unknown,,Unknown,,Unknowns,,Unknown,,Unknown,
3224,15,,5,,12,,3600,,60,,20,
3225,20,,5,,15,,6000,,60,,20,
3226,25,,5,,20,,240s,,60,,50,
3227,25,,5,,20,,6000,,60,,50,
3228,25,,5,,20,,6000,,60,,20,
3229,20,,5,,18,,3600,,60,,20,
3230,25,,10,,20,,3600,,70,,50,
3231,25,,5,,20,,60000,,50,,50,
3232,21,,5,,18,,28800,,70,,20,
3233,25,,10,,20,,30000,,70,,50,
3234,22,,5,,18,,6000,,60,,50,
3235,25,,5,,20,,30000,,60,,20,
3236,25,,5,,20,,3600,,70,,50,
3237,25,,5,,20,,6000,,60,,20,
3238,25,,5,,20,,6000,,70,,30,
3239,25,,5,,20,,18000,,60,,10,
3240,20,,3,,15,,18000,,70,,20,
3241,18,,4,,15,,30000,,60,,20,
3242,22,,3,,20,,18000,,60,,20,
3243,20,,5,,15,,18000,,60,,30,
3244,20,,5,,15,,600,,60,,20,
3245,20,,5,,18,,6000,,60,,20,
3246,22,,5,,18,,3600,,60,,20,
3247,20,,5,,18,,6000,,60,,30,
3248,25,,5,,18,,6000,,60,,20,
3249,20,,5,,15,,20000,,60,,20,
3250,25,,5,,20,,300,,60,,20,
3251,20,,5,,18,,5000,,60,,20,
3252,20,,5,,18,,3000,,50,,50,
3253,20,,5,,15,,18000,,50,,20,
3254,20,,5,,18,,6000,,60,,50,
3255,20,,5,,15,,3600,,60,,20,
3256,18,,5,,15,,24000,,70,,20,
3257,20,,5,,18,,6000,,60,,20,
3258,15,,5,,18,,6000,,60,,20,
3259,20,,5,,18,,600,,60,,20,
3260,10,30,2,5,15,25,3000,3500,40,60,50,
3261,18,,5,,15,,6000,,50,,20,
3262,20,,5,,25,,18000,,60,,50,
3263,18,,10,,15,,3600,,75,,50,
3264,25,,5,,20,,5000,,60,,50,
3265,25,,5,,20,,6000,,60,,50,
3266,18,,5,,20,,6000,,50,,50,
3267,20,,5,,15,,6000,,60,,50,
3268,25,,5,,20,,6000,,60,,50,
3269,25,,5,,22,,18000,,60,,50,
3270,20,,5,,18,,3600,,60,,20,
3271,25,,5,,20,,3600,,60,,50,
3272,25,,5,,30,,60000,,70,,50,
3273,25,,5,,20,,3600,,60,,50,
3274,20,,5,,18,,3600,,50,,50,
3275,15,25,2,5,10,20,24000,28000,40,60,20,
3276,18,,3,,15,,24000,,50,,50,
3277,20,,5,,15,,600,,60,,20,
3278,18,,5,,15,,25000,,70,,50,
3279,18,,5,,15,,6000,,60,,20,
3280,18,,5,,15,,25000,,70,,20,
3281,20,,5,,15,,30000,,70,,50,
3282,20,,5,,15,,18000,,70,,50,
3283,15,25,5,10,12,18,18000,20000,50,70,20,
3284,18.5,,3.2,,15.7,,3600,,60,,20,
3285,20,,5,,18,,3600,,70,,20,
3286,10,25,2,5,10,20,2000,2500,40,60,10,
3287,20.5,,5.8,,18.3,,32000,,65,,40,
3288,25,,5,,20,,300,,60,,30,
3289,15,,5,,12,,3000,,60,,30,
3290,20,,10,,18,,3000,,70,,50,
3291,20,,5,,18,,28800,,70,,50,
3292,15,25,2,4,10,20,2000,2500,60,70,50,
3293,20,,5,,18,,3600,,70,,20,
3294,10,25,5,15,15,20,18000,22000,50,70,30,
3295,20,,5,,18,,6000,,65,,30,
3296,20,,5,,15,,6000,,70,,20,
3297,20,30,5,10,15,25,2400,2800,60,80,50,100
3298,25,,5,,20,,3600,,60,,20,
3299,18,,5,,15,,24000,,60,,50,
3300,15,25,2,4,12,18,24000,28000,50,70,10,20
3301,25,,5,,20,,6000,,60,,20,
3302,20,,5,,15,,6000,,60,,20,
3303,18.5,,4.2,,15.2,,22400,,55,,15,
3304,15,,5,,12,,3600,,60,,20,
3305,10,25,5,10,10,20,18000,22000,40,70,20,
3306,15,,5,,12,,18000,,70,,30,
3307,25,,5,,20,,3600,,70,,20,
3308,15,25,5 , 10,15 , 20,6 , 8,40 , 60,30,
3309,20,,5,,18,,3600,,60,,50,
3310,25,30,5,10,20,25,18000,20000,60,80,50,
3311,15,,5,,12,,6000,,60,,20,
3312,15,,5,,12,,30000,,60,,20,
3313,20,,5,,18,,6000,,70,,20,
3314,20,,3,,15,,6000,,60,,10,
3315,25,,5,,18,,3600,,70,,20,
3316,20,,5,,18,,600,,60,,20,
3317,22,,3,,18,,36000,,50,,20,
3318,25,,5,,20,,600s,,60,,20,
3319,10,,5,,12,,18000,,60,,20,
3320,18,,5,,15,,6000,,70,,20,
3321,18,,5,,15,,3600s,,60,,20,
3322,20,,5,,18,,3600,,60,,20,
3323,25,,5,,20,,3600,,60,,50,
3324,25,,5,,22,,2400s,,60,,50,
3325,20,,5,,15,,3600,,60,,20,
3326,15,,5,,12,,18000,,60,,20,
3327,15,,5,,12,,3000,,60,,20,
3328,20,,3,,18,,6000,,60,,20,
3329,20,,2,,18,,3600,,60,,20,
3330,20,,5,,18,,600,,60,,20,
3331,20,,5,,15,,300,,60,,50,
3332,18,,5,,15,,6000,,70,,20,
3333,21,,5,,18,,24000,,60,,50,
3334,20,,5,,18,,24000,,70,,50,
3335,15,,5,,10,,5000,,70,,20,
3336,20,,5,,18,,6000,,60,,10,
3337,22,,5,,18,,5000,,70,,25,
3338,22,,5,,18,,3600,,60,,30,
3339,20,,5,,15,,21600,,60,,50,
3340,20,,5,,15,,3000,,70,,20,
3341,18,,5,,15,,3600,,60,,20,
3342,20,,5,,18,,3600,,60,,30,
3343,25,,5,,20,,3600,,60,,20,
3344,20,,5,,18,,18000,,60,,10,
3345,10,20,2,5,10,15,4,6,60,80,50,
3346,15,,2,,12,,30000,,70,,10,
3347,20,,5,,15,,3600,,60,,30,
3348,12,,3,,15,,3600,,70,,50,
3349,20,,5,,18,,12000,,50,,20,
3350,18,,5,,15,,3000,,60,,20,
3351,20,,5,,18,,3600,,60,,20,
3352,15,,3,,20,,18000,,60,,10,
3353,24,,5,,22,,18000,,70,,20,
3354,22,,5,,18,,3600,,60,,20,
3355,20,,2,,18,,3600,,60,,10,
3356,18,,5,,15,,3600,,50,,30,
3357,21.5,,4.3,,18.2,,23000,,65,,15,
3358,15,,5,,18,,6000,,60,,50,
3359,20,,5,,18,,3000,,50,,20,
3360,10,35,5,15,15,25,2000,2500,60,80,50,
3361,15,25,2,5,10,20,3000,3500,40,60,10,
3362,20,,5,,18,,300,,60,,50,
3363,25,,5,,20,,6000,,50,,10,
3364,15,25,2,4,15,20,18000,20000,70,80,100,150
3365,20,,5,,18,,20000,,60,,20,
3366,15,,5,,10,,3600,,60,,20,
3367,20,,5,,18,,6000,,50,,50,
3368,20,,5,,18,,18000,,50,,20,
3369,15,,5,,10,,3000,,70,,20,
3370,20,,5,,15,,6000,,50,,30,
3371,18.5,,3.2,,15.7,,86400,,50,,20,
3372,18,,5,,15,,24000,,60,,30,
3373,20,,5,,15,,60000,,60,,20,
3374,15,,5,,12,,6000,,60,,20,
3375,20,,10,,15,,3000,,60,,30,
3376,27,,5,,25,,3600,,60,,50,
3377,20,,5,,18,,18000,,60,,20,
3378,18,,5,,15,,3600,,60,,10,
3379,22,,5,,18,,3600,,60,,10,
3380,25,,5,,20,,28800,,60,,20,
3381,25,,5,,20,,600,,60,,20,
3382,25,,5,,20,,18000,,70,,20,
3383,10,,5,,8,,6000,,70,,20,
3384,15,,5,,18,,24000,,70,,20,
3385,25,,5,,20,,6000,,60,,50,
3386,18,,3,,15,,6000,,60,,20,
3387,15,,5,,12,,24000,,60,,30,
3388,20,,5,,18,,300,,60,,20,
3389,20,,5,,18,,18000,,60,,20,
3390,25,,5,,20,,3600,,60,,20,
3391,17.5,,5.2,,15.8,,24000,,65,,50,
3392,20,,2,,18,,3600,,60,,20,
3393,18,,3,,15,,12000,,60,,20,
3394,20,,5,,18,,30000,,70,,20,
3395,20,,5,,18,,3000,,60,,50,
3396,20,,5,,15,,300,,60,,20,
3397,22,,5,,18,,24000,,60,,20,
3398,20,,5,,15,,3600,,60,,50,
3399,15,,5,,18,,30000,,60,,30,
3400,20,,5,,15,,3000,,60,,50,
3401,20,,5,,15,,6000,,60,,20,
3402,20,,5,,15,,600,,70,,20,
3403,20,,5,,18,,6000,,60,,20,
3404,15,25,3,5,15,20,6,8,50,70,10,
3405,20,25,5,10,15,20,4000,5000,40,60,50,100
3406,20,,5,,18,,6000,,60,,20,
3407,20,,5,,15,,600,,60,,20,
3408,10,25,5 , 10,10 , 20,24000 , 26000,40 , 60,20,
3409,18,,5,,15,,18000,,60,,20,
3410,20,,5,,18,,3600,,60,,20,
3411,18,,2,,20,,30000,,60,,10,
3412,20,,5,,18,,3600,,70,,20,
3413,15,,3,,12,,18000,,60,,20,
3414,25,,5,,20,,6000,,70,,30,
3415,15,25,5,10,10,20,3000,3500,50,70,20,
3416,8,24,1 , 5,10 , 20,24000 , 30000,40 , 70,10 , 20
3417,20,,5,,18,,18000,,60,,50,
3418,10,,5,,15,,24000,,50,,50,
3419,25,,5,,20,,6000,,70,,50,
3420,18.5,,5.2,,15.8,,18000,,60,,50,
3421,15,,5,,12,,18000,,60,,50,
3422,20,,5,,15,,600,,60,,20,
3423,18,,2,,15,,6000,,50,,10,
3424,20,,5,,15,,3000,,60,,20,
3425,18,,2,,15,,300,,60,,10,
3426,20,,5,,18,,30000,,50,,20,
3427,15,27,2 , 5,18 , 25,6 , 8h,40 , 60,50,
3428,20,,3,,15,,6000,,50,,20,
3429,18,,4,,20,,3000,,60,,20,
3430,18,,5,,15,,6000,,60,,20,
3431,15,,5,,12,,6000,,60,,20,
3432,22,,5,,20,,12000,,80,,50,
3433,20,,5,,15,,5000,,70,,50,
3434,20,,5,,18,,6000,,60,,20,
3435,25,,5,,20,,30000,,60,,50,
3436,10,25,2,5,10,20,3000,3500,40,70,10,
3437,25,,5,,20,,3600,,50,,100,
3438,22,,5,,18,,6000,,60,,20,
3439,20,,5,,15,,6000,,60,,50,
3440,20,,5,,18,,3600,,60,,20,
3441,15,,5,,10,,18000,,70,,50,
3442,12.5,,4.5,,15.2,,27000,,70,,20,
3443,15,25,5,10,10,20,18000,22000,40,70,20,
3444,18,,5,,20,,30000,,70,,50,
3445,25,,5,,20,,3600,,60,,50,
3446,10,,5,,12,,18000,,60,,20,
3447,18,,2,,15,,18000,,60,,10,
3448,20,,5,,18,,24000,,60,,50,
3449,22,,5,,18,,3600,,50,,50,
3450,18.5,,3.5,,15.2,,28000,,60,,20,
3451,25,,5,,20,,30000,,70,,50,
3452,25,,5,,20,,6000,,60,,20,
3453,20,,5,,15,,24000,,60,,50,
3454,22,,5,,18,,3600,,60,,50,
3455,10,,5,,12,,6000,,70,,20,
3456,20,,5,,18,,3000,,60,,50,
3457,20,,5,,18,,24000,,60,,20,
3458,15,25,2,4,10,20,18000,22000,50,70,20,
3459,15,25,5,10,10,20,2400,2800,50,70,50,100
3460,20,,5,,15,,18000,,60,,20,
3461,20,,5,,18,,300,,60,,50,
3462,20,,5,,15,,3600,,70,,20,
3463,20,,5,,15,,3600,,70,,20,
3464,15,,5,,20,,5000,,60,,20,
3465,25,,10,,20,,6000,,60,,50,
3466,20,,5,,18,,3600,,60,,50,
3467,22,,5,,18,,24000,,60,,20,
3468,20,,5,,18,,3600,,60,,50,
3469,25,,10,,20,,30000,,70,,2000,
3470,18,,4,,20,,43200,,70,,100,
3471,18,,5,,15,,3600,,60,,20,
3472,20,,5,,18,,3600,,60,,15,
3473,15,,5,,10,,40000,,70,,50,
3474,25,,5,,20,,6000,,70,,50,
3475,20,,5,,18,,6000,,60,,20,
3476,15,,5,,12,,18000,,60,,50,
3477,25,,5,,20,,600,,70,,50,
3478,15,,5,,10,,300,,60,,20,
3479,15.6,,3.1,,12.8,,3600,,60,,20,
3480,15,,5,,18,,6000,,70,,50,
3481,20,,5,,15,,3000,,60,,20,
3482,20,,5,,18,,3000,,70,,20,
3483,25,,5,,20,,3600,,60,,20,
3484,15,,5,,12,,18000,,60,,20,
3485,18,,5,,15,,3600,,60,,20,
3486,22,,5,,18,,6000,,60,,20,
3487,20,,5,,18,,6000,,70,,30,
3488,20,,5,,18,,3600,,60,,20,
3489,25,,5,,20,,24000,,70,,50,
3490,25,,5,,20,,6000,,60,,20,
3491,18,,5,,15,,300,,70,,20,
3492,25,,5,,20,,600s,,60,,50,
3493,10,20,2 , 5,10 , 15,4 , 6,50 , 70,30,
3494,20,,5,,18,,3600,,60,,50,
3495,18,,3,,15,,6000,,70,,20,
3496,15,,5,,12,,6000,,70,,50,
3497,18,,5,,15,,300,,60,,20,
3498,10,25,5,10,15,20,3000,4000,50,70,20,
3499,20,,5,,15,,300,,50,,20,
3500,15,25,2 , 5,10 , 20,6 , 8,40 , 60,10,
3501,18.5,,2.5,,15.2,,28000,,55,,50,
3502,20,,5,,18,,6000,,50,,20,
3503,20,,5,,15,,3600,,50,,20,
3504,20,,3,,18,,6000,,50,,20,
3505,20,,5,,15,,6000,,50,,20,
3506,20,,5,,18,,6000,,50,,20,
3507,25,,5,,20,,3600,,60,,50,
3508,18,,5,,15,,3600,,60,,15,
3509,22,,5,,18,,6000,,70,,20,
3510,20,25,5,10,15,20,2000,2500,50,70,50,100
3511,20,,5,,18,,6000,,60,,20,
3512,20,,5,,15,,5000,,60,,50,
3513,20,,5,,18,,18000,,70,,20,
3514,20,,5,,18,,6000,,70,,20,
3515,25,,3,,20,,6000,,60,,20,
3516,20,,2,,18,,3600,,50,,10,
3517,20,,5,,18,,3600,,60,,20,
3518,12,16,2,5,10,15,6,8,40,60,20,
3519,20,,3,,15,,24000,,70,,10,
3520,20,,5,,18,,6000,,60,,20,
3521,18,,5,,15,,3000,,50,,20,
3522,20,,5,,18,,6000,,50,,20,
3523,25,,5,,20,,6000,,60,,20,
3524,20,,5,,18,,6000,,70,,10,
3525,20,,10,,15,,3600,,60,,50,
3526,20,,5,,15,,3000,,60,,20,
3527,18,,5,,15,,6000,,60,,20,
3528,15,25,2,5,10,20,24000,28000,40,60,10,20
3529,18,,5,,15,,18000,,60,,10,
3530,20,,5,,18,,6000,,60,,20,
3531,15,,5,,12,,3600,,60,,20,
3532,20,,5,,15,,24000,,50,,20,
3533,20,,2,,18,,6000,,50,,15,
3534,18.5,,2.5,,15.2,,25000,,50,,20,
3535,20,,5,,18,,30000,,60,,20,
3536,15,,5,,18,,6000,,60,,20,
3537,23,,5,,18,,7200,,60,,50,
3538,15,25,2,5,10,15,6,8,40,60,20,
3539,18,,3.5,,15,,6000,,60,,20,
3540,20,,5,,15,,30000,,60,,20,
3541,15,,5,,12,,24000,,60,,10,
3542,18,,5,,15,,6000,,80,,10,
3543,20,,5,,18,,30000,,60,,20,
3544,20,,5,,15,,18000,,60,,20,
3545,20,,5,,18,,3600,,70,,20,
3546,18,,10,,15,,4800,,60,,30,
3547,20,,5,,18,,18000,,60,,50,
3548,20,,5,,15,,6000,,60,,20,
3549,16,,5,,15,,8h,,60,,20,
3550,25,,5,,20,,30000,,60,,50,
3551,24,,5,,20,,6000,,70,,50,
3552,15,,5,,12,,24000,,70,,50,
3553,25,,5,,22,,18000,,75,,50,
3554,22,,5,,18,,3600,,70,,20,
3555,20,,10,,15,,6000,,60,,50,
3556,15,20,2,4,10,15,6,8,40,60,10,
3557,15,25,3,5,10,20,6,8,50,70,20,
3558,20,,5,,15,,3600,,50,,20,
3559,18,,5,,15,,24000,,60,,20,
3560,20,,10,,15,,18000,,50,,50,
3561,20,,5,,15,,600,,60,,15,
3562,18,,5,,15,,3600,,60,,20,
3563,28,,5,,25,,60000,,75,,50,
3564,15,,5,,12,,300,,50,,20,
3565,25,,10,,20,,6000,,70,,30,
3566,20,,5,,15,,6000,,60,,20,
3567,20,,5,,15,,300,,70,,20,
3568,18,,2,,15,,24000,,60,,20,
3569,18,,3,,15,,6000,,60,,20,
3570,10,20,5,10,10,15,18000,22000,40,70,50,100
3571,20,,5,,15,,300,,60,,50,
3572,20,,5,,18,,6000,,50,,20,
3573,20,,5,,15,,3600,,50,,20,
3574,20,,5,,18,,6000,,50,,20,
3575,20,,5,,18,,6000,,60,,20,
3576,18,,5,,20,,36000,,70,,50,
3577,23,,5,,18,,24000,,60,,100,
3578,20,,5,,15,,3600,,60,,50,
3579,10,,3,,15,,20000,,70,,50,
3580,20,25,5,10,18,22,6,8,40,60,20,30
3581,10,,3,,12,,30000,,60,,50,
3582,18,,3,,15,,30000,,60,,50,
3583,20,30,5,10,15,25,24000,28000,50,70,20,
3584,25,,5,,20,,600,,60,,50,
3585,15,,5,,12,,6000,,60,,20,
3586,20,,5,,18,,3600,,50,,10,
3587,20,,4,,15,,30000,,60,,20,
3588,10,25,2 , 5,12 , 20,6 , 8,40 , 60,10,
3589,25,,5,,20,,3600,,70,,10,
3590,20.5,,5.8,,18.2,,24000,,65,,30,
3591,20,,5,,15,,30000,,60,,10,
3592,20,,5,,18,,18000,,60,,20,
3593,25,,5,,20,,3000,,60,,20,
3594,20,,5,,18,,300,,60,,50,
3595,20,,5,,18,,7200,,60,,100,
3596,25,,5,,20,,20000,,70,,20,
3597,20,,5,,18,,3600,,60,,30,
3598,25,,5,,20,,600,,60,,10,
3599,20,,5,,18,,18000,,60,,20,
3600,22,,5,,18,,3000,,70,,20,
3601,25,,5,,22,,6000,,60,,50,
3602,12,,5,,15,,18000,,70,,50,
3603,18,,5,,15,,18000,,70,,20,
3604,15,25,2 , 5,10 , 20,6 , 8,60 , 80,50 , 100
3605,15,,5,,20,,3600,,70,,50,
3606,25,,5,,20,,18000,,60,,20,
3607,25,,5,,20,,3600,,70,,50,
3608,25,,5,,28,,600,,70,,20,
3609,25,,5,,20,,60000,,60,,20,
3610,20,,5,,18,,18000,,60,,50,
3611,10.5,,4.2,,8.7,,24000,,75,,20,
3612,25,,10,,20,,3600,,60,,50,
3613,18,,5,,20,,18000,,60,,20,
3614,20,,5,,15,,3600,,60,,20,
3615,20,,5,,18,,6000,,60,,20,
3616,20,,5,,18,,3600,,70,,20,
3617,25,,5,,20,,6000,,70,,50,
3618,20,,5,,22,,3600,,65,,50,
3619,20,,3,,18,,5000,,60,,20,
3620,15,,5,,12,,18000,,80,,20,
3621,7.5,,2.5,,10.5,,2400s,,60,,20,
3622,12,,3,,10,,24000,,60,,20,
3623,20,,5,,18,,3600,,60,,50,
3624,15,,5,,12,,6000,,60,,15,
3625,20,,5,,18,,6000,,60,,20,
3626,15,25,2,4,15,20,6,8,50,70,10,
3627,20,,5,,15,,3000,,60,,20,
3628,18,,5,,15,,3000,,60,,20,
3629,25,35,5,30,25,30,6,8,50,70,100,150
3630,25,,5,,20,,30000,,60,,100,
3631,18,,5,,15,,3600,,70,,20,
3632,20,,5,,15,,30000,,70,,50,
3633,25,,5,,20,,30000,,60,,50,
3634,20,,5,,18,,3600,,50,,10,
3635,20,,5,,18,,3600,,60,,20,
3636,20,,5,,18,,300,,60,,20,
3637,18,,5,,15,,6000,,60,,20,
3638,20,,5,,18,,3000,,60,,20,
3639,20,,5,,15,,6000,,50,,50,
3640,25,,5,,22,,3600,,60,,50,
3641,18.5,,4.2,,15.8,,24000,,65,,40,
3642,25,,5,,18,,30000,,60,,50,
3643,25,,2,,22,,3600,,50,,50,
3644,25,,5,,20,,3000,,60,,20,
3645,25,30,5,10,20,25,24000,28000,50,70,50,
3646,25,,5,,20,,6000,,60,,50,
3647,20,,5,,18,,3600,,50,,20,
3648,25,,5,,20,,8000,,60,,20,
3649,25,,5,,20,,3600,,70,,10,
3650,15,25,2,4,12,18,2400,2800,40,60,10,
3651,20,,5,,18,,18000,,60,,20,
3652,15,,3,,12,,3000,,70,,20,
3653,20,,5,,15,,3000,,60,,20,
3654,20,,5,,15,,300,,50,,50,
3655,20,,5,,15,,6000,,60,,50,
3656,25,,5,,20,,24000,,60,,20,
3657,10,25,2,5,10,20,24000,30000,40,70,15,
3658,15,,5,,12,,18000,,60,,100,
3659,25,,5,,28,,3600,,60,,50,
3660,20,,5,,15,,24000,,60,,30,
3661,20,,5,,15,,3600,,50,,20,
3662,20,,5,,15,,3600,,50,,10,
3663,20,,5,,15,,30000,,50,,20,
3664,25,,5,,18,,3000,,60,,30,
3665,25.6,,8.9,,23.4,,23400,,78,,40,
3666,20,,5,,18,,300,,60,,20,
3667,25,,10,,20,,18000,,60,,50,
3668,25,,5,,20,,3600,,60,,10,
3669,15,,5,,12,,30000,,60,,20,
3670,25,,10,,20,,6000,,60,,50,
3671,20,,5,,18,,24000,,60,,10,
3672,10,,5,,8,,600,,60,,20,
3673,10,21,2,5,8,15,4,6h,40,60,10,
3674,25,,5,,20,,30000,,70,,50,
3675,25,,5,,20,,3000,,50,,20,
3676,20,,5,,18,,300,,60,,20,
3677,15,,5,,10,,6000,,60,,50,
3678,18,,5,,15,,18000,,60,,30,
