Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
 ,uf hongrois,25 °C,10 mm,20 °C,0.3 m³/m³,5 mm/day,600 seconds,70%,"[""sandy loam"",""loam"",""clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",30 km/h,35 °C,50 mm,48 hours,"[""nitrogen"",""phosphorus"",""potassium""]",4 weeks,24 in,12 in,2 in,uf hongrois
Flowering plant,Uf Jaune,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,10,48,"[""NPK 15-15-15"",""Organic compost""]",4,36,12,1,uf jaune
Fruit Plant,UF Orange,25,5,20,0.4,3,3600,70,"[""Loam"",""Sandy Loam""]","[""Florida"",""California"",""Texas""]","[""Spring"",""Summer""]",40,35,10,48,"[""NPK 10-10-10"",""Organic compost""]",4,120,144,2,uf orange
Flowering Plant,UF Rostova,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,40,20,48,"[""NPK"",""Compost""]",4,24,12,2,uf rostova
Flowering Plant,UF Sweet Heart,25,5,20,0.3,6,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Summer""]",40,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,1,uf sweet heart
 ,uf yasha yougoslavian, , , , , , , ,[],[],[], , , , ,[], , , , ,"uf yasha
yougoslavian"
Fruit Tree,Ukrainian Pear,18,5,15,0.25,3,3600,70,"[""Loamy"",""Sandy""]","[""Ukraine"",""Eastern Europe"",""Russia""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,360,100,6,ukrainian pear
Desert Plant,Uncle David Dakota Dessert,30,0,35,0.2,5,3600,20,"[""Sandy"",""Loamy""]","[""Deserts"",""Arid regions""]","[""Year-round""]",40,45,0,48,"[""Cactus fertilizer"",""Low-nitrogen fertilizer""]",8,12,24,1,uncle david dakota dessert
Fruit,Valencia,25,5,22,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""Subtropical regions""]","[""Spring"",""Summer""]",50,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,36,1,valencia
Fruit,Valenciano,25,5,22,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""California"",""Florida""]","[""Spring"",""Summer""]",40,40,30,48,"[""NPK 20-10-10"",""Organic compost""]",4,120,36,2,valenciano
Plant,Variegated,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,1,variegated
Flowering Plant,Velvet,25,5,20,0.3,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",40,40,50,72,"[""NPK fertilizers"",""Organic compost""]",4,36,12,1,velvet
Perennial,Venice Pink,22,5,18,0.4,3,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Coastal regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,venice pink
Indoor Plant,Verde Claro,22,5,20,0.4,3,3600,60,"[""Loamy"",""Sandy""]","[""Tropical"",""Subtropical""]","[""Year-round""]",30,35,10,72,"[""All-purpose fertilizer"",""Liquid fertilizer""]",4,24,12,1,verde claro
Vegetable,Verde di Macerata,20,5,18,0.25,3,3600,60,"[""Loamy"",""Silty"",""Clayey""]","[""Macerata"",""Tuscany"",""Lazio""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""NPK"",""Compost"",""Organic Matter""]",4,24,12,2,verde di macerata
Flowering Plant,Verna Orange,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 20-20-20"",""Organic compost""]",4,24,12,0.5,verna orange
Flowering plant,Versailles,22,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""United States"",""Canada""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,versailles
Climbing Plant,Vert Grimpant,20 °C,5 mm,15 °C,0.2 m³/m³,3 mm/day,600 seconds,60 %,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate Regions"",""Mediterranean Climates""]","[""Spring"",""Summer""]",40 km/h,35 °C,10 mm,48 hours,"[""Organic Compost"",""All-Purpose Liquid Fertilizer""]",4 weeks,60 in,24 in,2 in,vert grimpant
Flowering plant,Vert Petit de Paris,15-25,10-15,15-20,0.3-0.4,3-5,18000-20000,40-60,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Paris"",""France"",""Europe""]","[""Start of summer"",""Spring"",""Early autumn""]",20-30,30-35,50-60,48-72,"[""NPK fertilizers"",""Compost"",""Organic matter""]",4-6,12-16,8-12,0.5-1,vert petit de paris
Flowering Plant,Verte,25,10,20,0.3,5,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",30,40,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,2,verte
Flowering plant,Vieille France,20,5,18,0.4,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe""]","[""Late spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,vieille france
Perennial,Violet du Laos,24,5,22,0.35,3,3600,70,"[""Loamy"",""Silty"",""Clayey""]","[""Southeast Asia"",""Tropical regions""]","[""Year-round""]",40,35,20,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,12,6,0.2,violet du laos
Flowering Plant,Violet Jasper,18,5,20,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,30,24,"[""NPK 10-10-10"",""Organic compost""]",4,12,12,1,violet jasper
Ornamental plant,Violet Sparkle,22,5,20,0.4,3,6000,60,"[""Loam"",""Sandy loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,12,12,0.5,violet sparkle
Flowering plant,Violette de Toulouse,15-25,3-6,10-20,0.3-0.5,4-6,2000-2500,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Southern Europe""]","[""Spring"",""Summer""]",20-30,35-40,10-20,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,6-8,12-15,0.25-0.5,violette de toulouse
Flowering Plant,Violina,25,5,20,0.3,3,60000,60,"[""Loam"",""Clay"",""Silt""]","[""Garden"",""Balcony"",""Terrace""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,2,violina
Tobacco,Virginia Bright Leaf,25,5,20,0.3,3,3600,70,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Virginia"",""North Carolina"",""Kentucky""]","[""Start summer"",""Spring"",""Fall""]",40,35,50,48,"[""Nitrogen-based"",""Potassium-based"",""Phosphorus-based""]",4,80,36,0.5,virginia bright leaf
Vegetable,Waltham,20,5,15,0.4,3,3000,60,"[""Loam"",""Sandy Loam""]","[""United States"",""Canada"",""Europe""]","[""Late spring"",""Summer"",""Early fall""]",50,35,15,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,1,waltham
Leafy Vegetable,Wasabina,18,2,15,0.3,4,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Cool temperate regions"",""Mild temperate regions""]","[""Spring"",""Autumn""]",30,25,10,24,"[""NPK fertilizer"",""Organic compost""]",2,12,4,0.5,wasabina
Fruit,Watermelon Beefsteak,25,5,20,0.3,4,300,60,"[""Sandy loam"",""Loamy sand""]","[""Subtropical regions"",""Warm temperate regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,48,1,watermelon beefsteak
Perennial,Western Front,22,5,18,0.25,3,30000,60,"[""Sandy Loam"",""Clay Loam""]","[""Western United States"",""Southern Canada""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,western front
Flowering Plant,Whippersnapper,20,5,18,0.4,3,6000,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,12,24,0.5,whippersnapper
Flowering Plant,White Linen,20,5,18,0.4,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean regions"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,10,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,0.5,white linen
Vegetable,White Mammoth,25,5,20,0.4,3,5000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,36,2,white mammoth
Leafy vegetable,White Potato Leaf,20,5,15,0.4,3,18000,60,"[""Loamy"",""Sandy loam""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Autumn""]",30,30,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,8,12,4,white potato leaf
Flowering plant,White Queen,20°C,5 mm,25°C,0.3 m³/m³,3 mm/day,600 seconds,60%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30 km/h,35°C,50 mm,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,12 in,24 in,0.5 in,white queen
Flowering Plant,White Wonder,20-25,5-10,18-22,0.3-0.5,4-6,6000-7000,50-70,"[""Loam"",""Sandy Loam""]","[""Mediterranean climates"",""Temperate regions""]","[""Spring"",""Summer""]",20-30,35-40,20-30,24-48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4-6,12-18,12-15,0.25-0.5,white wonder
Aquatic Plant,Wisconsin Lakes,22.5,3.5,20.2,0.35,2.2,28000,65,"[""Sandy"",""Loamy"",""Clayey""]","[""Wisconsin"",""Minnesota"",""Michigan""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,30,48,"[""NPK"",""Liquid Seaweed""]",4,12,400,2,wisconsin lakes
Vegetable,Woolly Green Zebra,20,5,18,0.4,3,30000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",30,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,12,1,woolly green zebra
Flowering Plant,Xanthos,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,xanthos
Flowering plant,Yellow Bell,28,10,25,0.3,5,6000,60,"[""Sandy loam"",""Loamy sand""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,35,50,48,"[""NPK fertilizer"",""Compost""]",4,60,24,1,yellow bell
Vegetable,Yellow Brandywine,22,5,18,0.3,3,900,60,"[""loam"",""sandy loam"",""clay loam""]","[""North America"",""Europe"",""Australia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,24,"[""compost"",""well-rotted manure"",""balanced fertilizer""]",4,60,36,0.5,yellow brandywine
Flowering Plant,Yellow Centiflor,22,5,18,0.25,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,0.5,yellow centiflor
Flowering Plant,Yellow Furry Boar,25,5,20,0.4,3,600,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical"",""Subtropical""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,yellow furry boar
Flowering plant,Yellow Perfection,20-25,5-10,18-25,0.2-0.4,2-4,6-8,50-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Coastal regions"",""Mediterranean climate zones""]","[""Spring"",""Summer"",""Autumn""]",20,35,30,24-48,"[""NPK 10-10-10"",""Organic compost""]",4-6,12,12x12,0.5,yellow perfection
Flowering Plant,Yellow Torch,28,5,25,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,2,yellow torch
Herbaceous plant,Yenidje,25,5,20,0.3,3,30000,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Middle East""]","[""Spring"",""Summer""]",40,35,15,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,36,0.5,yenidje
Vegetable,Yolo Wonder,20,5,18,0.3,4,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""California"",""Arizona"",""Texas""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,36,24,0.5,yolo wonder
Flowering Plant,Zappho,20°C,5mm,18°C,0.2 m³/m³,3mm/day,600 seconds,60%,"[""Loam"",""Clay"",""Sandy""]","[""Tropical regions"",""Mediterranean climates""]","[""Start of summer"",""Autumn""]",40 km/h,35°C,20mm,24 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,2 in,zappho
Flowering Plant,Zarianka,25 °C,5 mm,20 °C,0.3 m³/m³,3 mm/day,10 seconds,50%,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30 km/h,35°C,20 mm,48 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks,24 in,12 in,2 in,zarianka
Flowering plant,Zebra,20°C,10 mm,15°C,0.3 m³/m³,5 mm/day,600 seconds,60%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",40 km/h,35°C,50 mm,24 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,2 in,zebra
Indoor Plant,Zebra Creg,25,5,20,0.4,3,6000,50,"[""Loam"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",30,35,20,72,"[""All-purpose fertilizer"",""Organic compost""]",4,12,8,1,zebra creg
Flowering Plant,Zogola,25,10,20,0.3,5,3000,60,"[""Loam"",""Clay"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,36,12,2,zogola
Flowering Plant,Zuboda,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical Regions"",""Subtropical Regions""]","[""Summer"",""Rainy""]",30,40,20,48,"[""NPK Fertilizer"",""Organic Compost""]",4,36,12,1,zuboda
Perennial,Achillea,15-25,2-4,15-20,0.2-0.3,4-6,2000,40-60,"[""Well-drained"",""Sandy"",""Loamy""]","[""Sunlit areas"",""Open fields"",""Gardens""]","[""Spring"",""Summer"",""Autumn""]",20,30,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,24,12,0.5,achillea
Perennial,Aconitum lycoctonum,15,5,18,0.4,3,24000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""Asia""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,60,24,0.5,aconitum lycoctonum
Perennial,Actaea,18,5,15,0.3,4,18000,70,"[""Loamy"",""Sandy""]","[""Shaded gardens"",""Woodland areas""]","[""Spring"",""Summer""]",30,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,0.5,actaea
Perennial,Actaea spicata,15,5,12,0.4,3,18000,70,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Woodlands""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,2,actaea spicata
Herbaceous perennial,Agrimonia,20,5,18,0.3,3,30000,60,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Mediterranean climate zones""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""All-purpose fertilizer""]",4,36,24,1,agrimonia
Perennial,Alcea rugosa,20,5,15,0.3,4,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,72,24,0.5,alcea rugosa
Perennial,Allium,18,5,15,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay"",""Silt loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,24,12,2,allium
Flowering plant,Anemone multifida,20,5,15,0.3,3,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""NPK fertilizer"",""Organic compost""]",4,18,12,1,anemone multifida
Flowering plant,Anemone,20,5,15,0.4,3,3000,60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Compost"",""Organic fertilizer""]",4,24,12,1,anemone
Perennial,Angelica gigas,16,4,15,0.3,3,3600,70,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,50,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,60,12,0.2,angelica gigas
Perennial,Angelica sylvestris,14.5,3.5,12.8,0.25,2.8,28800,65,"[""Loam"",""Sandy loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,25,48,"[""Organic compost"",""Slow-release fertilizer""]",8,60,24,0.2,angelica sylvestris
Perennial,Antennaria dioica,10-20,2-5,10-15,0.2-0.4,3-5,24000-28000,40-60,"[""Sandy loam"",""Loamy sand"",""Silt loam""]","[""Alpine regions"",""Rocky slopes"",""Grassy meadows""]","[""Spring"",""Summer"",""Fall""]",30,30,10,24,"[""Organic compost"",""Slow-release granular fertilizer""]",6-8,6-12,12-18,0.25-0.5,antennaria dioica
Perennial,Anthericum liliago,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Balanced NPK fertilizer"",""Organic compost""]",4,24,12,0.5,anthericum liliago
Perennial,Aquilegia,20,5,18,0.3,3,6000,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Woodland gardens""]","[""Spring"",""Summer""]",40,30,15,48,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4,24,12,0.5,aquilegia
Perennial,Aquilegia vulgaris,19,5,14,0.27,3,54000,65,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,24,"[""Organic compost"",""Liquid fertilizer""]",4,36,12,0.25,aquilegia vulgaris
Shrub,Aralia,20,5,18,0.3,3,18000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Asia"",""Europe""]","[""Spring"",""Summer"",""Fall""]",50,35,20,48,"[""NPK"",""Organic compost""]",4,60,36,1,aralia
Herbaceous Biennial,Arctium lappa,18,5,15,0.3,2,24000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,12,0.5,arctium
Perennial plant,Arisaema,15-25,5-10,10-20,0.3-0.5,3-5,1200-1500,40-70,"[""Loamy"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,30,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4-6,24,12,1,arisaema
Perennial,Astrantia Maxima,15,5,12,0.3,3,3000,70,"[""Well-drained"",""Loamy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,astrantia maxima
Perennial,Campanula,20,5,18,0.3,4,18000,70,"[""Well-drained soil"",""Loamy soil""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,50,48,"[""Slow-release fertilizer"",""Compost""]",4,24,12,0.25,campanula
Flowering plant,Cardiocrinum,10-20,5-10,12-18,0.3-0.5,2-5,18000-22000,60-80,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Woodlands""]","[""Spring"",""Summer""]",30,30,20,72,"[""Organic compost"",""Slow-release granular fertilizer""]",6-8,60-120,24-36,2-4,cardiocrinum
Perennial,Centaurea jacea,20,5,15,0.3,3,3600,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Late spring"",""Summer"",""Early fall""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,0.5,centaurea jacea
Flowering plant,Centaurea,20,5,18,0.4,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,24,0.5,centaurea
Perennial,Cephalaria,20-25,5-10,15-20,0.4-0.6,3-5,2400-2800,40-60,"[""Loam"",""Clay"",""Sandy""]","[""Mediterranean region"",""North America"",""Europe""]","[""Spring"",""Summer""]",20,30,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4-6,24-36,12-18,0.5-1.0,cephalaria
Perennial,Chaerophyllum,20,5,15,0.4,3,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,chaerophyllum
Perennial,Chelone obliqua,20,5,15,0.3,3,18000,60,"[""Loamy"",""Sandy""]","[""North America"",""Europe""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,36,24,0.5,chelone obliqua
Perennial,Cirsium Vulgare,20,10,15,0.3,5,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,0.5,cirsium vulgare
Perennial flowering vine,Clematis,20,5,18,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climate areas"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic fertilizer"",""Slow-release fertilizer"",""Balanced NPK fertilizer""]",4,120,36,1,clematis
Perennial,Corydalis nobilis,20,5,15,0.4,3,600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate Regions"",""Woodlands"",""Shaded Areas""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,12,12,0.25,corydalis nobilis
Grass,Dactylis glomerata,10-25,2-5,10-20,0.2-0.4,3-6,18000-22000,40-70,"[""Sandy loam"",""Loamy soil"",""Clay soil""]","[""Temperate regions"",""Cool-season grasslands""]","[""Spring"",""Fall""]",40,35,10,24-48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6-8,36,12,0.5,dactylis
Flowering Perennial,Dianthus armeria,16.5,2.5,15.2,0.3,3.9,21600,60,"[""Sandy Loam"",""Loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,30,20,48,"[""10-10-10"",""14-14-14""]",4,12,12,0.2,dianthus armeria
