Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Flowering Plant,Vejde,25,5,20,0.3,3,6000,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,12,1,vejde
Grain,Vete,20,5,15,0.3,3,36000,60,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,40,12,2,vete
Biennial,Vildmorot,15,5,10,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Scandinavia"",""Northern Europe"",""North America""]","[""Late spring"",""Summer""]",40,30,15,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,24,12,0.5,vildmorot
Perennial Flower,Vildmånviol,15-20,5-10,12-15,0.25-0.35,2-4,18000-20000,40-60,"[""Well-drained loam"",""Sandy loam"",""Silty loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,25,20,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,10-12,12-16,0.25-0.5,vildmånviol
Perennial Flower,Vinterkäck,-5,5,3,0.4,2,18000,70,"[""Loamy"",""Sandy""]","[""Northern Europe"",""Scandinavia""]","[""Start of spring"",""Early summer""]",40,30,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,12,1,vinterkäck
Vegetable,Vinterpumpa 28,15,5,12,0.3,3,2400,60,"[""loam"",""sandy loam"",""clay loam""]","[""Northern Europe"",""Northern United States"",""Canada""]","[""Late Spring"",""Summer"",""Early Fall""]",40,30,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,"vinterpumpa 28,"
Leafy vegetable,Vintersallat,15,2,10,0.2,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild climates""]","[""Starts in spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,12,9,0.5,vintersallat
Flowering plant,Violkungsljus,23,5,18,0.35,3,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,72,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,violkungsljus
Flowering Plant,Vipprams,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",40,40,30,48,"[""NPK"",""Organic compost""]",4,36,12,1,vipprams
Flowering plant,Virginia Tobacco,25,5,20,0.3,4,3600,60,"[""Sandy loam"",""Clay loam""]","[""North Carolina"",""Virginia"",""Kentucky""]","[""Spring"",""Summer""]",40,35,10,48,"[""NPK fertilizer"",""Organic compost""]",4,60,12,1,virginiatobak
Legume,Vitklöver,20,5,15,0.3,3,6000,60,"[""Loam"",""Clay"",""Sandy""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,20,10,1,vitklöver
Herb,Vitlök,15,5,12,0.3,3,6000,70,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Early Spring"",""Late Autumn""]",30,35,20,72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,vitlök
Perennial,Vitsippa,15,5,10,0.2,3,6000,70,"[""Loamy soil"",""Sandy soil""]","[""Northern Europe"",""North America""]","[""Spring""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,8,12,2,vitsippa
Perennial flower,Vit Skugglilja,10-20,3-5,10-15,0.3-0.5,2-4,4-6,60-80,"[""Loam"",""Sandy Loam"",""Clay""]","[""Shaded gardens"",""Woodlands"",""Under trees""]","[""Spring"",""Summer""]",30,30,20,48-72,"[""Slow-release fertilizer"",""Organic compost""]",4-6,12,12,0.5-1,vit skugglilja
Flowering Plant,Vit Sötväppling 18,20,5,15,0.3,3,600,70,"[""loam"",""sandy loam"",""clay""]","[""temperate regions"",""subtropical regions""]","[""Spring"",""Summer""]",20,35,10,24,"[""nitrogen"",""phosphorus"",""potassium""]",4,12,24,1,"vit sötväppling 18,"
Flowering Plant,Viva,25,10,20,0.5,5,3600,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,viva
Flowering plant,Vårvial,20,5,15,0.5,3,6000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid fertilizer""]",4,12,6,0.5,vårvial
Perennial,Väddklint,20,5,15,0.3,3,6000,60,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Spring"",""Summer""]",50,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,0.5,väddklint
Perennial plant,Vägtistel,15.3,2.5,14.8,0.25,3.2,28000,60,"[""Loam"",""Clay""]","[""Northern Europe"",""Scandinavia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,60,12,0.2,vägtistel
Perennial,Vänderot,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Northern Europe""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,1,vänderot
Grass,Westerwoldiskt Rajgräs,15,5,12,0.3,3,12000,70,"[""Loamy soil"",""Sandy soil"",""Clayey soil""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,10,1,westerwoldiskt rajgräs
Flowering plant,Zuluaster,25,10,20,0.3,5,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""abc"",""bca"",""xyz""]","[""Start of summer"",""abc"",""xyz""]",40,35,50,48,"[""abx"",""afn""]",4,24,12,2,zuluaster
Annual Flowering Plant,Åkerbinda,20,5,15,0.3,3,60000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic States""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,30,10,24,"[""Compost"",""Organic liquid fertilizer""]",4,24,12,0.5,åkerbinda
Legume,Åkerböna,15,5,12,0.3,4,3600,50,"[""Loam"",""Silt"",""Clay""]","[""Scandinavia"",""Northern Europe"",""Baltic region""]","[""Spring"",""Early Summer""]",30,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,40,12,2,åkerböna
Perennial,Åkerklätt,18,5,15,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America""]","[""Late spring"",""Summer""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,åkerklätt
Flower,Åkerringblomma,20,5,18,0.3,3,600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""Scandinavia"",""Baltic Region""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,30,20,48,"[""Organic Compost"",""Slow-release Granular Fertilizer""]",4,24,12,0.5,åkerringblomma
Perennial Herb,Ålandsrot,15,5,12,0.3,3,6000,70,"[""Loam"",""Clay"",""Sandy""]","[""Northern Europe"",""Scandinavia"",""Baltic Region""]","[""Spring"",""Summer""]",30,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,ålandsrot
Flowering Plant,Angsglim,25,10,20,0.4,5,3000,60,"[""Loam"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,angsglim
Flowering Plant,Aggört,25,10,20,0.3,5,3000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK"",""Organic compost""]",4,24,12,1,aggört
Grass,Ängshavrerot,15,5,12,0.4,3,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America""]","[""Start of summer"",""Late spring""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,1,ängshavrerot
Perennial Flower,Ängsnejlika,20,3,18,0.4,4,30000,60,"[""Loam"",""Sandy"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,20,72,"[""Organic compost"",""Slow-release granular fertilizer""]",6,24,12,0.5,ängsnejlika
Perennial Flower,Ängsnäva,14.5,3.2,12.8,0.25,2.1,18000,75,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",25,30,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,12,0.2,ängsnäva
Perennial,Ängsruta,20,5,15,0.3,3,6000,60,"[""Sandy loam"",""Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",20,35,50,72,"[""Organic compost"",""All-purpose fertilizer""]",4,36,12,0.5,ängsruta
Perennial Flower,Ängstoppklocka,15,5,20,0.3,3,18000,70,"[""Loamy"",""Sandy"",""Clay""]","[""Northern Europe"",""Scandinavia""]","[""Late Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,12,0.5,ängstoppklocka
Perennial,Septentrionale,22,5,18,0.25,2,3600,45,"[""Loamy"",""Sandy""]","[""North America"",""Europe""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,144,1,septentrionale
Perennial,Aconitum x stoerkianum,16,5,14,0.3,3,300,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Partial Shade"",""Moist Soil"",""Cool Climate""]","[""Late Spring"",""Summer""]",30,30,20,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,36,12,1,aconitum x stoerkianum
Perennial,Actaea erythocarpa,20,5,15,0.4,4,600,70,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Woodlands""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,36,24,1,actaea erythocarpa
Perennial,Actaea rubra,12,5,10,0.4,3,3600,70,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,30,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,0.5,actaea rubra
Herbaceous plant,Aethusa cynapium,15.5,2.3,18.2,0.25,1.8,25000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Late spring"",""Summer"",""Early autumn""]",50,35,30,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,0.5,aethusa cynapium
Perennial,Agrimonia eupatoria,20,5,15,0.3,4,6000,70,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,12,0.5,agrimonia eupatoria
Perennial,Alcea ficifolia,18,5,15,0.3,3,600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,30,48,"[""NPK 10-10-10"",""Compost""]",4,60,24,1,alcea ficifolia
Perennial herb,Allium caeruleum,20,5,15,0.4,3,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Organic matter"",""Bone meal""]",8,18,12,2,allium caeruleum
Herbaceous perennial,Allium fistulosum,18,5,15,0.2,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,24,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,24,12,1,allium fistulom
Perennial,Allium hollandicum,16,5,18,0.35,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,1,allium hollandicum
Perennial bulb,Allium karataviense,15,5,18,0.3,3,6000,50,"[""Well-drained"",""Sandy loam""]","[""Central Asia"",""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Organic fertilizer""]",6,10,6,2,allium karataviense
Perennial vegetable,Allium x proliferum,20,5,18,0.25,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""China""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Organic compost"",""Nitrogen-based fertilizer""]",4,36,12,1,allium x proliferum
Perennial herb,Allium scorodoprasum,18,3,15,0.25,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,30,20,48,"[""NPK"",""Compost""]",4,36,12,1,allium scorodoprasum
Shrub,Amelanchier alnifolia,15,5,20,0.3,3,18000,50,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,24,"[""NPK"",""Compost""]",4,120,36,1,amelanchier alnifolia
Perennial,Anemone nemorosa,12,2,10,0.3,3,18000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Woodlands"",""Meadows"",""Gardens""]","[""Spring"",""Early Summer""]",40,30,10,24,"[""Organic compost"",""Slow-release granular fertilizer""]",8,8,12,0.5,anemone nemorosa
Perennial Flower,Anemone sylvestris,10-25,2-5,10-20,0.2-0.4,2-4,3000-3500,40-60,"[""Well-drained soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,30,10,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,12-18,12x12,0.25-0.5,anemone sylvestris
Perennial,Anemone tomentosa,15.6,4.5,12.3,0.18,2.1,6300,65,"[""Loam"",""Sandy Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",35,38,50,48,"[""Slow-release fertilizer"",""Organic compost""]",4,24,12,0.5,anemone tomentosa
Perennial herb,Angelica sylvestris,20,5,15,0.4,4,12000,65,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""Compost"",""Organic liquid fertilizer""]",4,60,24,0.2,angeliga sylvestris
Perennial,Anthyllis Vulneraria,20,5,15,0.3,3,6000,60,"[""Well-drained sandy soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",8,24,12,0.25,anthyllis vulneraria
Perennial,Aralia Continentalis,18,5,20,0.5,3,600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,30,48,"[""NPK 10-10-10"",""Compost""]",4,60,36,1,aralia continentalis
Perennial,Arctium Tomentosum,20,5,15,0.3,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""United States"",""Canada"",""Europe""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,0.5,arctium tomentosum
Perennial,Arisaema amurense,15-25,5-10,15-20,0.3-0.6,3-5,6-8,60-80,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Temperate regions"",""Woodland gardens"",""Shaded areas""]","[""Spring"",""Early summer""]",20,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6-8,24-36,12-18,1-2,arisaema amurense
Herb,Artemisia dracunculus,20,5,18,0.3,4,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Asia"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,24,12,0.2,artemisia dracunculus
Perennial,Aruncus Dioicus,10-20,2-3,10-15,0.3-0.5,3-4,6-8,40-60,"[""Well-drained soil"",""Loamy soil"",""Sandy soil""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40-60,25-30,20-30,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,48-60,24-36,0.5-1,aruncus dioicus
Perennial,Asparagus officinalis,20,5,15,0.4,2,3600,60,"[""Sandy loam"",""Loamy sand""]","[""Mediterranean region"",""California"",""Washington""]","[""Spring"",""Fall""]",40,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,12,2,asparagus officinalis
Perennial flowering plant,Astrantia major,15,5,18,0.3,3,6000,70,"[""Well-draining soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Late spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",6,36,12,0.2,astrantia major
Grass,Avena nuda,20,5,15,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,48,24,2,avena nuda
Vegetable,Basella Alba,25,5,22,0.35,3,9000,70,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start summer""]",30,40,50,48,"[""Organic compost"",""NPK fertilizers""]",4,60,12,1,basella alba
Vegetable,Beta vulgaris 26,20,5,15,0.3,3,3600,60,"[""sandy loam"",""loam"",""clay""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer"",""Fall""]",30,35,20,48,"[""NPK"",""Compost"",""Manure""]",2,24,12,1,"beta vulgaris 26,"
Herbaceous perennial,Bidens tripartita,15-25,5-10,10-20,0.2-0.4,2-4,2400-2800,40-60,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",15-25,30-35,20-30,48-72,"[""NPK 10-10-10"",""Organic compost""]",4-6,24-36,12-18,0.25-0.5,bidens tripartita
Crop,Brassica napus 26,18,5,15,0.2,4,30000,70,"[""sandy loam"",""clay loam"",""silt loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Autumn""]",30,35,50,48,"[""nitrogen"",""phosphorus"",""potassium""]",4,40,10,2,"brassica napus 26,"
Vegetable,brassica rapa 26,20,5,18,0.2,3,300,60,"[""sandy loam"",""clay loam"",""silt loam""]","[""temperate regions"",""cool climates""]","[""Spring"",""Fall""]",30,35,20,24,"[""nitrogen"",""phosphorus"",""potassium""]",2,18,12,0.5,"brassica rapa 26,"
Perennial,Bupleurum sp.,20,10,25,0.3,5,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Mediterranean region"",""Eastern Asia"",""North America""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",4,40,24,0.5,bupleurum sp.
Flower,Calendula arvensis,22,3,18,0.3,4,24000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Early summer"",""Late summer"",""Autumn""]",40,35,25,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,24,12,0.5,calendula arvensis
Perennial,Campanula alliariifolia,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,campanula alliariifolia
Perennial,Campanula cervicaria,18,5,15,0.4,4,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Late spring"",""Summer"",""Early fall""]",40,35,20,48,"[""NPK"",""Organic compost""]",6,24,12,0.5,campanula cervicaria
Perennial,Campanula latifolia,18,5,15,0.3,3,6000,60,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Compost""]",4,36,12,0.2,campanula latifolia
Flowering plant,Macrantha,25,5,20,0.4,3,3000,70,"[""Loam"",""Clay"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,macrantha
Perennial Flower,Campanula persicifolia,19.7,2.5,16.5,0.25,3.2,25000,60,"[""Well-drained"",""Loamy""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,12,0.25,campanula persicifolia
Perennial,Campanula rapunculoides,15-25,2-5,10-20,0.2-0.4,3-5,1200-1600,40-60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,36-48,12-18,0.25-0.5,campanula rapunculoides
Perennial,Campanula rotundifolia,15,5,10,0.3,3,24000,60,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,30,30,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.2,campanula rotundifolia
Perennial,Campanula trachelium,20,5,15,0.3,3,12000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,36,12,0.5,campanula trachelium
Cannabis Sativa,Cannabis Sativa 25,22.5,5.8,20.3,0.25,3.2,21600,60,"[""Loam"",""Sandy"",""Clay""]","[""California"",""Oregon"",""Colorado""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Compost Tea""]",4,60,36,0.5,"cannabis sativa 25,"
Vegetable,Capsicum annuum 26,22,5,18,0.25,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""South America"",""Europe""]","[""Spring"",""Summer"",""Fall""]",30,35,50,48,"[""NPK 20-20-20"",""Organic compost""]",2,24,12,0.5,"capsicum annuum 26,"
Vegetable,Capsicum Frutescens,25,5,20,0.25,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""NPK fertilizer""]",4,24,12,0.5,capsicum frutescens
Shrub,Caragana arborescens,15,5,18,0.3,2,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,48,2,caragana arborescens
Perennial,Cardiocrinum Cordatum,15,5,12,0.4,3,60000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mountainous areas""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granules""]",6,120,36,2,cardiocrinum cordatum
